location	product_ean	code	store_name
Africa/Algiers	0311617752689	DZ	El Achir
Asia/Bangkok	6180716255544	TH	Roi Et
Asia/Manila	3299410603018	PH	Sorsogon
Africa/Douala	4571611996380	CM	Tonga
Africa/Lagos	2544328131933	NG	Lagos
America/Sao_Paulo	0340482806814	BR	Imbituba
Europe/Paris	6830683718770	FR	Fontenay-aux-Roses
Europe/Moscow	0350999242647	RU	Petrozavodsk
Europe/Madrid	7081297191261	ES	San Fernando de Henares
America/New_York	4543771299564	US	Stockbridge
Asia/Krasnoyarsk	1107131675158	RU	Sharypovo
Europe/Paris	9288520014467	FR	Ajaccio
Europe/Moscow	4977667840040	RU	Naro-Fominsk
Europe/Istanbul	7958446219056	TR	Silvan
America/Chicago	9099326861755	US	Greenville
Asia/Bangkok	5974298690456	TH	Nakhon Si Thammarat
Pacific/Honolulu	7160337257706	US	Kahului
Asia/Bangkok	6542895016475	TH	Phanat Nikhom
America/Mexico_City	1618410395044	MX	Contla
Europe/Istanbul	3043813086325	TR	Yakuplu
America/Toronto	4533152910836	CA	Sainte-Catherine
Africa/Porto-Novo	4836654900382	BJ	Tchaourou
America/Chicago	0958556916323	US	Vestavia Hills
Europe/London	4408667463583	GB	Lymington
Africa/Tripoli	3542583129664	LY	Ajdabiya
Europe/Kiev	1442497375800	UA	Zvenihorodka
Europe/Andorra	5561926530682	AD	les Escaldes
Australia/Brisbane	0053908918953	AU	Carindale
Asia/Samarkand	2500205180951	UZ	Jizzax
America/Edmonton	2574977341308	CA	Sherwood Park
America/Los_Angeles	9342574294548	US	Encinitas
America/Bogota	6513823333162	CO	San Carlos
Europe/Rome	3108399958692	IT	Villabate
Asia/Kolkata	4249224490075	IN	Betamcherla
America/Chicago	9623698542464	US	Searcy
America/Denver	4428665993509	US	Kearns
America/New_York	3223573610521	US	East Haven
Asia/Kolkata	3581646502792	IN	Hungund
Europe/Prague	4730091491710	CZ	Karlovy Vary
Africa/Algiers	7388711388734	DZ	Boumerdas
Asia/Kolkata	1412428455376	IN	Narwar
America/Phoenix	4746561229745	US	Scottsdale
America/Chicago	0478824110340	US	Schererville
Europe/Brussels	8187226255758	BE	Denderleeuw
Asia/Shanghai	1846802368714	CN	Pucheng
America/Sao_Paulo	7981409742759	BR	Alfenas
Africa/Cairo	8409160216573	EG	Juhaynah
Asia/Kolkata	8513743304189	IN	Pilkhua
America/Fortaleza	4427258523246	BR	Pedro II
America/Los_Angeles	2066886546504	US	Kent
America/Lima	8107548077364	PE	Chosica
Africa/Douala	4459266859819	CM	Mbalmayo
Europe/Skopje	4975406609248	MK	Saraj
America/Chicago	6790852306255	US	Muskogee
Europe/Paris	4939940156095	FR	Bar-le-Duc
Europe/Warsaw	8372375933217	PL	Strzelce Opolskie
Africa/Blantyre	8729058672121	MW	Salima
Europe/Berlin	4559609362416	DE	Walsrode
Australia/Brisbane	7324443182462	AU	Carindale
Africa/Dar_es_Salaam	3165200301771	TZ	Nyangao
Asia/Kolkata	7137945600361	IN	Moga
Africa/Addis_Ababa	4302483082228	ET	Debre Tabor
Asia/Kolkata	2636480623873	IN	Manjeri
Africa/Accra	3782835285988	GH	Tarkwa
America/New_York	3472385390958	US	Sicklerville
Asia/Karachi	5342711331895	PK	Daud Khel
Europe/Moscow	9239582960070	RU	Tyoply Stan
Asia/Shanghai	8012165678958	CN	Zaozhuang
Europe/Brussels	6837153757635	BE	Lille
America/Managua	4152426342823	NI	Somoto
Africa/Kampala	2943547393922	UG	Paidha
Europe/Zurich	6703619199991	CH	Onex
America/Los_Angeles	2217174798338	US	Troutdale
Europe/Helsinki	1185255582200	FI	Tornio
America/Chicago	3421963898232	US	Pekin
America/Mexico_City	1528296558030	MX	Guanajuato
Asia/Jakarta	0370626670513	ID	Kudus
Europe/Moscow	3718138879142	RU	Buynaksk
Europe/London	9060159664240	GB	Surbiton
America/Caracas	6652876393607	VE	La Victoria
Asia/Manila	7953358632436	PH	Maasin
America/Menominee	3287792693970	US	Iron River
America/Martinique	7372038592523	MQ	Le Robert
Asia/Jerusalem	1825866549680	IL	Ganei Tikva
Asia/Kolkata	1958421359193	IN	Patti
Europe/Podgorica	8680116157168	ME	Budva
Europe/Paris	4076227870203	FR	Saint-Omer
America/Mexico_City	0377530529616	MX	Santa Rosa Jauregui
America/Caracas	6030727419339	VE	La Victoria
Europe/Berlin	8408993138472	DE	Friedberg
Asia/Manila	2827372413225	PH	Dipolog
America/New_York	5930716867442	US	Cypress Hills
Europe/London	5456541972828	GB	Lymington
Europe/Rome	1554609635181	IT	Falconara Marittima
America/Argentina/Buenos_Aires	3093545584019	AR	Chacabuco
America/New_York	4548877098844	US	Norwalk
Asia/Damascus	5571000346955	SY	Tadmur
America/New_York	4026551003419	US	Stockbridge
America/Argentina/Buenos_Aires	1125799894339	AR	Pontevedra
Asia/Shanghai	8992252111462	CN	Heyuan
Asia/Kolkata	7732232065139	IN	Dombivli
Africa/Tripoli	3046834970185	LY	Ghat
Asia/Makassar	2838493037115	ID	Tarakan
Europe/Zurich	6603707278839	CH	Onex
Asia/Jerusalem	6313522173300	IL	Ganei Tikva
Asia/Tehran	6007854795711	IR	Nowshahr
America/Chicago	4975798908325	US	New City
Europe/Skopje	2212596881620	MK	Bogovinje
Europe/Rome	2094971135456	IT	Tortona
America/Chicago	9193955890275	US	Searcy
America/Belem	9586638075463	BR	Soure
Asia/Damascus	4753700842819	SY	Tadmur
Australia/Sydney	0631412762455	AU	Eastwood
America/Chicago	7704532270438	US	Searcy
Asia/Shanghai	8288708009101	CN	Huangshi
Europe/London	9007757404625	GB	Poulton-le-Fylde
Europe/Brussels	8600468176365	BE	Rixensart
Asia/Shanghai	9116179776965	CN	Hushitai
Europe/Rome	8565053750590	IT	Lanciano
Europe/Skopje	6385657522735	MK	Bogovinje
America/Chicago	1561117755782	US	Pekin
America/Phoenix	9559034098503	US	Gilbert
Africa/Lagos	3452853592268	NG	Shagamu
Asia/Bangkok	1839476393076	TH	Bua Yai
Europe/Paris	6721787244114	FR	Talence
Europe/Moscow	2315422526440	RU	Buynaksk
Asia/Karachi	7941587893612	PK	Khairpur Mir’s
Africa/Gaborone	7462130824964	BW	Tonota
Africa/Kampala	9129564814890	UG	Arua
America/Chicago	0955669800662	US	Odessa
Europe/Zaporozhye	6560676455077	UA	Polohy
America/Mexico_City	8450973375414	MX	Tuxtla
America/New_York	4382224047273	US	Covington
Africa/Accra	4718054139527	GH	Mampong
Europe/Paris	5155079080172	FR	Valence
Asia/Yekaterinburg	0807609475709	RU	Izluchinsk
America/Mexico_City	5245216817027	MX	Contla
Africa/Lagos	1344137724347	NG	Efon-Alaaye
Europe/London	5081819797010	GB	Walton-on-the-Naze
America/Bogota	6264164768655	CO	Socorro
Asia/Karachi	7773734633020	PK	Kanganpur
Asia/Kuala_Lumpur	7537060207252	MY	Teluk Intan
Asia/Manila	3440433879922	PH	Jagna
Africa/Mogadishu	0537011242148	SO	Baki
America/Chicago	8074286792791	US	South Lawndale
Africa/Ndjamena	2690968977636	TD	Mongo
America/Los_Angeles	7105033024764	US	Lompoc
Asia/Phnom_Penh	5594246677355	KH	Paoy Paet
America/New_York	5908696396207	US	Sterling
America/Chicago	6678845804219	US	Coralville
Europe/Amsterdam	1627690019465	NL	Emmeloord
Europe/Skopje	7304683355284	MK	Bogovinje
Asia/Tokyo	6565855789660	JP	Yao
America/Chicago	8393430012708	US	Schererville
America/Bahia	6900734403235	BR	Muritiba
America/Phoenix	8583367643827	US	Scottsdale
America/La_Paz	0306556580127	BO	Tupiza
Australia/Perth	6126897512861	AU	Perth
Europe/Istanbul	2343450154243	TR	Patnos
Europe/Rome	6293784033508	IT	Catania
Asia/Jakarta	2193816125307	ID	Randudongkal
Asia/Jerusalem	9749863015233	IL	Ramla
Indian/Antananarivo	9012837424509	MG	Antanifotsy
Asia/Tokyo	8462059103156	JP	Namerikawa
Europe/Paris	5206147646049	FR	Les Olives
Asia/Bangkok	7994443699279	TH	Kantharalak
Europe/Berlin	1290367986010	DE	Bensheim
Africa/Dar_es_Salaam	6888955208238	TZ	Magomeni
Asia/Kolkata	5202328613565	IN	Supaul
America/Los_Angeles	6398635305626	US	Aloha
Europe/Berlin	6794151694495	DE	Pfullingen
Asia/Shanghai	2686990415628	CN	Liaoyang
Africa/Libreville	1768754464125	GA	Franceville
Europe/Madrid	8951330131402	ES	Villaquilambre
Asia/Manila	0412950507131	PH	Maasin
Africa/Libreville	0479595311813	GA	Franceville
America/Bahia	7110994032321	BR	Rio Real
America/Los_Angeles	2928433579871	US	Troutdale
Asia/Shanghai	3815169980332	CN	Licheng
Asia/Krasnoyarsk	2692340408288	RU	Sharypovo
Africa/Lagos	7127934044474	NG	Argungu
Asia/Yekaterinburg	7628861531438	RU	Tavda
Asia/Yakutsk	4979181186383	RU	Aykhal
Europe/Minsk	8927120069316	BY	Vitebsk
Asia/Makassar	5600782209865	ID	Tarakan
Asia/Kolkata	8773616656382	IN	Hungund
Asia/Shanghai	0233400510637	CN	Laiwu
Asia/Manila	4591640634107	PH	Manaoag
Asia/Seoul	6195653197857	KR	Eisen
Asia/Jakarta	3284701554254	ID	Sukabumi
Europe/Berlin	6327507620345	DE	Stuttgart
Asia/Kolkata	9649098111291	IN	Betamcherla
Asia/Manila	1922521924513	PH	Recodo
America/Mexico_City	5593131281257	MX	San Lorenzo Acopilco
America/Los_Angeles	4506924796570	US	Palm Desert
Asia/Qyzylorda	1742114705882	KZ	Kyzylorda
America/Argentina/Buenos_Aires	3931141605274	AR	Chacabuco
Asia/Bangkok	1687103950792	TH	Nakhon Si Thammarat
Asia/Seoul	8487670586850	KR	Eisen
Australia/Perth	3065161611639	AU	Perth
Europe/Amsterdam	4850878936668	NL	Barneveld
America/Port-au-Prince	9263041862087	HT	Croix-des-Bouquets
Europe/Podgorica	1825472439207	ME	Budva
Africa/Lubumbashi	0463334807842	CD	Yangambi
Africa/Banjul	1009872833463	GM	Farafenni
Africa/Algiers	8022994528690	DZ	Boumerdas
Asia/Kolkata	8110338987286	IN	Manjeri
Europe/Berlin	9450512758066	DE	Walsrode
Asia/Bishkek	5065951894424	KG	Jalal-Abad
Asia/Yekaterinburg	9777503980023	RU	Lesnoy
Africa/Algiers	4992025892400	DZ	Ksar Chellala
America/New_York	2327337267707	US	Bridgeport
Africa/Dar_es_Salaam	0081909087453	TZ	Magomeni
America/Chicago	4595956447178	US	Kaukauna
Europe/Brussels	6429791470481	BE	Wevelgem
Asia/Kolkata	3403740655078	IN	Betamcherla
America/Chicago	4988309389445	US	Odessa
Europe/Moscow	4362900318668	RU	Solntsevo
Europe/London	8622995060405	GB	Chapletown
America/Montevideo	5006723014374	UY	Durazno
America/Panama	6175205234742	PA	Veracruz
America/New_York	7819580528490	US	Gainesville
Europe/Brussels	9834687119004	BE	Houthalen
America/Los_Angeles	2825357200884	US	Santa Maria
America/Mexico_City	6550695044444	MX	Paracho de Verduzco
Europe/Moscow	2141051238757	RU	Severodvinsk
America/Belem	2369963940197	BR	Soure
Europe/Vienna	8120587753198	AT	Floridsdorf
Europe/Kiev	0993497285022	UA	Voznesensk
America/Mexico_City	1761560103301	MX	Jocotepec
Asia/Shanghai	1537276265189	CN	Haicheng
Europe/Podgorica	7530633254424	ME	Budva
America/Panama	8029391907615	PA	Veracruz
America/Fortaleza	7489726772966	BR	Barras
Asia/Tokyo	7854038239511	JP	Yao
Europe/Brussels	9534097586235	BE	Wevelgem
America/New_York	7389110422548	US	Chillum
Asia/Yekaterinburg	3584776806587	RU	Oktyabr’skiy
America/New_York	5721307633047	US	Gainesville
America/New_York	0598220602154	US	Bridgeport
Europe/London	5692613062039	GB	Barnet
America/Los_Angeles	1116142687883	US	Beaumont
Australia/Perth	8403006127146	AU	Perth
Asia/Kuala_Lumpur	5660619616952	MY	Batu Feringgi
Africa/Tunis	8772049812440	TN	El Alia
Europe/Amsterdam	0807181082494	NL	Schiebroek
America/Chicago	9203729872373	US	Murray
Europe/Minsk	0575083238799	BY	Novogrudok
America/Chicago	7630699071369	US	Westchester
Europe/Moscow	1055557462015	RU	Bavly
Asia/Kolkata	3111926322231	IN	Sojat
America/Montevideo	0551874025328	UY	Durazno
Asia/Kolkata	6376996766171	IN	Rangia
Europe/Moscow	6229611074505	RU	Solntsevo
Asia/Seoul	5554852004600	KR	Eisen
America/Glace_Bay	5187825051600	CA	Sydney
Europe/Moscow	6670805247883	RU	Novopavlovsk
Europe/Warsaw	8437996420857	PL	Ustka
Africa/Khartoum	2970990759999	SD	Ar Ruseris
America/New_York	7148293422765	US	Leland
Asia/Kuala_Lumpur	5425475134466	MY	Ulu Tiram
America/Los_Angeles	3605263058514	US	San Gabriel
Asia/Yekaterinburg	1163636921091	RU	Kachkanar
Europe/Berlin	9511422851107	DE	Marburg an der Lahn
Europe/Moscow	9382416010912	RU	Novopavlovsk
America/New_York	8368618368717	US	Keene
Asia/Manila	6624807223161	PH	San Jose
Europe/London	1319931183850	GB	Exeter
Africa/Lubumbashi	6844240872584	CD	Yangambi
Asia/Kolkata	0765059968113	IN	Rangia
Asia/Manila	6478654415558	PH	Baliuag
Europe/Moscow	0247452454689	RU	Tyoply Stan
Europe/Madrid	2826736560988	ES	Palafrugell
America/Chicago	0639383331977	US	Bourbonnais
Asia/Kuala_Lumpur	2379404783399	MY	Batu Feringgi
America/Boise	7205684811444	US	Nampa
America/Los_Angeles	5039673993512	US	Beaumont
Europe/Madrid	8072570480102	ES	Ferrol
Asia/Tokyo	9374544047403	JP	Yao
America/Los_Angeles	8212767919576	US	Sunnyside
Asia/Yekaterinburg	4914831545264	RU	Kuvandyk
America/New_York	7206362119999	US	Lexington
Asia/Kolkata	0342305633355	IN	Davangere
Europe/Berlin	6698930632305	DE	Dahlem
Asia/Kolkata	5988792767361	IN	Parola
Asia/Karachi	2398702551981	PK	Hasilpur
Europe/Berlin	9666979638425	DE	Rudolstadt
Europe/Podgorica	1510569094871	ME	Budva
Asia/Tehran	2192753698431	IR	Darreh Shahr
Asia/Kolkata	3267486690188	IN	Moga
America/Toronto	9353852724497	CA	Dorval
America/Chicago	0694479325773	US	Evergreen Park
Asia/Jakarta	8041283367888	ID	Jambi City
America/New_York	3344410697700	US	Boston
America/New_York	4872703750362	US	Collinwood
Australia/Brisbane	3360618430987	AU	Maryborough
Europe/Amsterdam	5849838378500	NL	Schiebroek
America/Chicago	8541146632325	US	Fairview Heights
Asia/Baghdad	2228425556577	IQ	Karbala
Europe/Berlin	9129874320999	DE	Memmingen
America/New_York	6582921151527	US	Gates-North Gates
America/New_York	3109605470700	US	Chillum
Asia/Tokyo	4669449009447	JP	Kamakura
America/Lima	1164941584100	PE	Chosica
America/Chicago	5555385110936	US	Copperas Cove
Africa/Dar_es_Salaam	1940437585161	TZ	Kidodi
Europe/Moscow	5982335724866	RU	Yablonovskiy
America/Chicago	8662489790869	US	Rolla
Africa/Lagos	6841961175420	NG	Efon-Alaaye
Asia/Manila	9741359657040	PH	Cebu City
Europe/Paris	2778434901245	FR	Marseille 11
Europe/Amsterdam	0258552624087	NL	Barneveld
Asia/Shanghai	8342528973612	CN	Jiangyan
Asia/Kuala_Lumpur	2853962252813	MY	Kulai
Europe/Moscow	2314522627132	RU	Krymsk
Asia/Kolkata	7142737573938	IN	Dharmapuri
Asia/Karachi	6007400841558	PK	Bhit Shah
Asia/Jakarta	0738451402530	ID	Ngemplak
Europe/Paris	2533576296327	FR	Quimper
Africa/Abidjan	5857696344940	CI	Lakota
Asia/Kolkata	8219863211221	IN	Moga
America/Belem	8464516292700	BR	Soure
Pacific/Auckland	9444859995161	NZ	Timaru
Asia/Jakarta	6947381771959	ID	Labuhan Deli
Europe/Kiev	9611822199011	UA	Lutsk
Europe/Istanbul	3637911817952	TR	Aksaray
America/Havana	2244846584913	CU	Varadero
America/New_York	7033349573037	US	Yonkers
Asia/Yekaterinburg	3091294318787	RU	Tavda
Europe/Belgrade	0554572552042	XK	Glogovac
Europe/Rome	4585086904009	IT	Montecchio Maggiore-Alte Ceccato
Europe/Moscow	4366455887631	RU	Naro-Fominsk
Europe/Berlin	1005498288687	DE	Karben
Europe/Paris	6462379340141	FR	Vienne
Asia/Seoul	4596244991380	KR	Goyang-si
Europe/Paris	7096377667772	FR	Elbeuf
America/New_York	1927700337399	US	Malden
America/Toronto	6744524150806	CA	Markham
Europe/Prague	9640322454719	CZ	Most
America/Lima	1478161609810	PE	Yunguyo
Europe/Moscow	0092716975628	RU	Stupino
Europe/Berlin	5573463443134	DE	Siegburg
America/Toronto	3212795862863	CA	Sainte-Catherine
America/Chicago	2111152441769	US	Grand Forks
America/Fortaleza	3925059774665	BR	Guaraciaba do Norte
America/New_York	2049402921801	US	Bon Air
Asia/Kolkata	9099454024893	IN	Teghra
Asia/Kolkata	8471024447836	IN	Barbil
Europe/Oslo	3358702226936	NO	Harstad
Asia/Tokyo	4193884238419	JP	Minokamo
Europe/Dublin	0214751070261	IE	Athlone
Europe/Brussels	1406693893339	BE	Denderleeuw
Europe/London	0691744084915	GB	Rutherglen
Asia/Yekaterinburg	6410865764971	RU	Izluchinsk
Asia/Kolkata	2337157602930	IN	Amreli
America/Chicago	9914622287392	US	South Lawndale
Europe/Vienna	1404383525577	AT	Sankt Peter
Europe/Berlin	2745966675623	DE	Ehingen
Asia/Jakarta	0315549896039	ID	Randudongkal
America/Fortaleza	4185958752457	BR	Barras
Asia/Seoul	2409499836479	KR	Goyang-si
Africa/Luanda	4543841837078	AO	Luena
America/New_York	2794372903660	US	Scarsdale
Asia/Shanghai	1628489610290	CN	Xiangtan
America/New_York	9955776942218	US	Gainesville
Asia/Kolkata	1206637742996	IN	Kenda
Asia/Shanghai	6089163016473	CN	Haicheng
America/Toronto	7348552251895	CA	Norfolk County
Asia/Yekaterinburg	7747001200253	RU	Ozersk
Europe/Moscow	2177373297936	RU	Kashira
Europe/Madrid	8555124403791	ES	Segundo Ensanche
America/Los_Angeles	3999418582963	US	Mira Mesa
America/Chicago	5134365004702	US	New City
Europe/Berlin	5212324442427	DE	Bensheim
Europe/Berlin	2885524291084	DE	Wittenau
Asia/Aqtobe	9476138859833	KZ	Shalqar
Europe/Berlin	6526048138108	DE	Ehingen
Asia/Tokyo	9754249144995	JP	Nayoro
Europe/Paris	0832917108193	FR	Mitry-Mory
America/Montevideo	2766828171787	UY	Durazno
America/Los_Angeles	5624447529945	US	Aloha
Europe/London	4548777570709	GB	Inverness
Asia/Tokyo	5819362409506	JP	Namerikawa
Asia/Kolkata	2751034701842	IN	Sambalpur
Europe/Berlin	7976588011598	DE	Halstenbek
America/Chicago	2263077433814	US	New City
Europe/Berlin	3007191838471	DE	Bensheim
America/Detroit	1176920219330	US	Port Huron
Europe/Moscow	4115566592534	RU	Valday
Europe/Brussels	4672600070996	BE	Beveren
Asia/Karachi	5760679749468	PK	Qadirpur Ran
Europe/Rome	9769135489449	IT	Perugia
Europe/London	0179165865059	GB	Strood
Europe/London	6817724402164	GB	Selby
Asia/Karachi	5007604575120	PK	Tharu Shah
America/Fortaleza	7766621242283	BR	Barras
Europe/Zurich	8300654929408	CH	Onex
Europe/Vienna	4912630668160	AT	Sankt Peter
Asia/Shanghai	6685695655700	CN	Zaozhuang
Africa/Monrovia	7398552385953	LR	New Yekepa
Asia/Tokyo	5122535411955	JP	Yao
Asia/Kolkata	6498258664213	IN	Davangere
America/Chicago	5622564485649	US	South Lawndale
Asia/Tokyo	5582185345176	JP	Karatsu
Africa/Maputo	7296615076094	MZ	Maxixe
Asia/Manila	0600235339878	PH	Dipolog
Europe/Berlin	1291693685899	DE	Rudolstadt
Europe/Chisinau	8579148371522	MD	Soroca
Europe/London	0324108101187	GB	Lower Earley
Asia/Shanghai	3020949629923	CN	Taozhuang
Asia/Kolkata	3726202856128	IN	Robertsonpet
America/Mazatlan	3261867228458	MX	Acaponeta
Europe/Brussels	5257305039401	BE	Houthalen
Europe/Berlin	3100080063142	DE	Rudolstadt
America/Toronto	9747936904798	CA	Norfolk County
Europe/Moscow	6228264117812	RU	Alatyr’
Asia/Tokyo	5227488408073	JP	Sasayama
Asia/Tokyo	1919931949908	JP	Toba
America/Los_Angeles	9158184736640	US	Davis
Europe/Berlin	6777787018781	DE	Radevormwald
America/Toronto	9629726480678	CA	Dorval
Asia/Manila	8746570335969	PH	Tupi
America/Lima	2148177680149	PE	Chosica
America/Chicago	4374294679423	US	Jackson
Indian/Antananarivo	8611367107756	MG	Ambatondrazaka
Asia/Yangon	3660291841644	MM	Kyaikto
Asia/Yangon	1773192576460	MM	Myawadi
Europe/Paris	2510642989871	FR	Arles
Europe/Rome	2162004942132	IT	Catania
America/Chicago	9089126309755	US	Independence
Africa/Lagos	6538582910201	NG	Yenagoa
Europe/Amsterdam	7052529217585	NL	Hoogezand
America/New_York	3964600799108	US	Woodlawn
America/Bahia	3241483556807	BR	Rio Real
America/Bogota	1125363802463	CO	Honda
Asia/Jakarta	1360730242514	ID	Diwek
America/Fortaleza	3099271139653	BR	Pedro II
Africa/Dar_es_Salaam	2439516659941	TZ	Same
Asia/Kolkata	3755647914148	IN	Aistala
Europe/Rome	3660800393398	IT	Somma Vesuviana
America/New_York	2207779625955	US	Cypress Hills
Africa/Accra	0415770020606	GH	Bibiani
Asia/Manila	2099878232338	PH	Calauan
America/New_York	1109841633626	US	Morningside Heights
Europe/Berlin	3249172570912	DE	Korschenbroich
America/Puerto_Rico	1268016603373	PR	Aguadilla
Europe/Berlin	9596138027442	DE	Zeitz
America/New_York	2763436549717	US	Venice
Africa/Dar_es_Salaam	0706017968509	TZ	Magomeni
Asia/Kolkata	7031010957056	IN	Teghra
America/Chicago	2303836062876	US	Jackson
Asia/Shanghai	5248143337262	CN	Yanliang
Europe/Prague	3799455851752	CZ	Most
America/New_York	0300972093032	US	Woodbridge
America/Los_Angeles	1939010495553	US	Porterville
Africa/Tunis	7997940776528	TN	Msaken
America/Havana	7581975857491	CU	Varadero
America/Fortaleza	6794088224413	BR	Guaraciaba do Norte
Europe/Brussels	8856883820479	BE	Rixensart
America/New_York	6513021114181	US	Punta Gorda Isles
Europe/Rome	9596087361079	IT	Ventimiglia
Europe/Berlin	8884205107854	DE	Walsrode
Europe/Dublin	8716796256065	IE	An Muileann gCearr
America/Cuiaba	6437233353155	BR	Nova Xavantina
America/Argentina/Tucuman	0744360586186	AR	Aguilares
Europe/Rome	6786839793491	IT	Somma Vesuviana
America/Jamaica	9798965736799	JM	New Kingston
Europe/Bratislava	0835315414774	SK	Hlohovec
Australia/Sydney	1850194657103	AU	Baulkham Hills
America/New_York	8447795255017	US	Greenpoint
Asia/Kolkata	5573671096672	IN	Barbil
Asia/Shanghai	2870430930035	CN	Danjiangkou
Europe/Kiev	5836980146927	UA	Hlukhiv
Asia/Yekaterinburg	2461412485430	RU	Ozersk
Asia/Kolkata	1206455231122	IN	Alwaye
Europe/Paris	8343075603304	FR	Bar-le-Duc
America/Recife	6064464771276	BR	Cabo
America/Chicago	8811317850514	US	Palestine
America/New_York	3693106366148	US	Fitchburg
Asia/Kolkata	8738411017431	IN	Pilkhua
Europe/Prague	8164067863250	CZ	Karlovy Vary
Europe/Rome	4414801308252	IT	Cordenons
Europe/Minsk	4228266390253	BY	Novogrudok
Australia/Melbourne	9067267722169	AU	Wheelers Hill
America/New_York	0134392819718	US	Pottstown
Europe/Istanbul	7324059299899	TR	Mardin
Asia/Manila	3206167669457	PH	Talisay
Europe/Podgorica	9565918961160	ME	Budva
America/New_York	8971302979474	US	Gainesville
America/Sao_Paulo	7565236262446	BR	Esmeraldas
Asia/Kolkata	0296214815237	IN	Madhipura
Europe/Sofia	6569493614322	BG	Aytos
America/Chicago	7371870688630	US	Hutchinson
Europe/Berlin	0079495428729	DE	Trossingen
Europe/Brussels	6837390518631	BE	Lille
Europe/London	4913588972385	GB	Thetford
Europe/Moscow	5837655413498	RU	Kolomyagi
America/Sao_Paulo	5042968913096	BR	Curitiba
Europe/Kiev	9845561843465	UA	Voznesensk
Europe/Moscow	5253923582862	RU	Krymsk
Europe/Moscow	5345637118298	RU	Kolomyagi
Asia/Ulaanbaatar	5081812202306	MN	Ulan Bator
America/Edmonton	2155631081466	CA	Sherwood Park
Asia/Yekaterinburg	6188496211002	RU	Lesnoy
Europe/London	1844934018583	GB	Viewpark
America/Havana	9194176455649	CU	Jaruco
Europe/Oslo	8178214514759	NO	Harstad
Europe/Rome	5974465829320	IT	Chiavari
Europe/Paris	8542989035069	FR	Montpellier
Africa/Lagos	4521600674171	NG	Biu
Europe/Paris	1422497473416	FR	Herblay
Europe/Berlin	9244641338820	DE	Bretten
Africa/Algiers	8266434942831	DZ	Beni Douala
Asia/Vladivostok	7486409480521	RU	Nikolayevsk-on-Amure
America/Chicago	1452861996289	US	Coralville
Europe/Tallinn	8695900339033	EE	Narva
America/Toronto	4657708766996	CA	Beaconsfield
America/El_Salvador	6844812186880	SV	Sonzacate
Asia/Kolkata	9794917584746	IN	Barbil
Asia/Seoul	1192468754836	KR	Hongseong
Asia/Tokyo	9744812331792	JP	Kamakura
America/Caracas	0891924405831	VE	Barinas
Europe/Rome	9904021368464	IT	Sassari
Africa/Algiers	5445978458555	DZ	Beni Douala
Asia/Jakarta	3021428323615	ID	Pekanbaru
Europe/Warsaw	5918892995326	PL	Brzeg
Asia/Kolkata	5820079995312	IN	Kheda
Europe/Berlin	0121841528321	DE	Charlottenburg-Nord
Europe/Rome	4352736348786	IT	Catania
America/Phoenix	0275828497299	US	Scottsdale
Europe/Moscow	0507649616994	RU	Kolomyagi
Asia/Tokyo	6510701414005	JP	Inawashiro
Europe/Moscow	3772303793060	RU	Bavly
Europe/Berlin	3743923979769	DE	Kirchlengern
Asia/Kolkata	5280879202766	IN	Bhuban
Africa/Dar_es_Salaam	1581187737235	TZ	Chanika
Europe/Berlin	3125044679290	DE	Gronau
Europe/Amsterdam	1897188516374	NL	Tongelre
America/New_York	1109000060478	US	Rutland
Europe/Paris	0546378981508	FR	Gonesse
Europe/Paris	1727930033548	FR	Vienne
Europe/Madrid	9551612004258	ES	Reus
America/Glace_Bay	1496654823192	CA	Sydney
America/Toronto	2292315272885	CA	Sainte-Catherine
Europe/Paris	3899543042328	FR	Cavaillon
Asia/Karachi	0356317124268	PK	Bhit Shah
Asia/Kuala_Lumpur	8378573429842	MY	Gua Musang
Europe/Madrid	6866582835133	ES	Puertollano
America/New_York	5398670043584	US	Nutley
Asia/Karachi	8826235109170	PK	Mianwali
Asia/Kolkata	5581854696663	IN	Moga
America/Argentina/Cordoba	6823121023239	AR	Esperanza
Asia/Tokyo	4354833253062	JP	Hakodate
America/New_York	3631135179292	US	Stockbridge
Europe/Bratislava	5372330855946	SK	Skalica
Africa/Johannesburg	6004659671110	ZA	Vryheid
Europe/Paris	5951148013047	FR	Pamiers
Europe/Paris	0815834666175	FR	Pamiers
Europe/London	7724313809633	GB	Cowes
Europe/Berlin	6773411195118	DE	Neuburg an der Donau
Asia/Tokyo	2249154676022	JP	Shimotoda
Asia/Shanghai	7857485278232	CN	Changzhi
Indian/Antananarivo	3287348473117	MG	Sakaraha
Africa/Blantyre	9600490348296	MW	Salima
America/Mexico_City	2875346513853	MX	Acayucan
Europe/Stockholm	2475354237781	SE	Boo
America/Sao_Paulo	3736025828608	BR	Esmeraldas
Europe/Amsterdam	1520837438368	NL	Oldenzaal
Europe/London	1712485523125	GB	Walton-on-the-Naze
Africa/Ndjamena	2512683875809	TD	Mongo
Asia/Jakarta	1201082357511	ID	Pameungpeuk
Asia/Kolkata	1375333738449	IN	Diamond Harbour
Europe/Belgrade	3942501993924	XK	Glogovac
Europe/Rome	2806776879943	IT	Afragola
America/Chicago	9154046790171	US	Brenham
Africa/Dar_es_Salaam	0050687758091	TZ	Nyangao
